OID_,TreID_1,DATEPLANTE,nw_ddrs,GGC_PUB,REPLACE,COMMENT,Cultivar,GGC_SEA,GGC_YEA,CITY_GG,Family,Genus,Deciduous,Broadleaf,Species,Native_Sta,DBH_dcr,Hght_dc,ADDRESS,OWNERAD,RD_NUM,RD_NUMB,RD_NAME,RD_SUFF,dt_strn,BSp_17,Cmmnt_1,DBH1_17,DBH2_17,Hght_17,LUse_17,M_17,StTp_17,V_17,Wth_17,CommonName,NewTrID,Rnd_Smp,H17_Smp,DBH2H_17,DBH1H_17,HERO2017,StTp_24,LUse_24,Bsp_24,V_24,Con_24,Com_24,Crew_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,D_24,M_24,CreationDate,Creator,EditDate,Editor,X,Y
1482,201040,6/4/2014,15 CREST AVENUE,PUBLIC, , ,Ostrya virginiana,SPRING,2014,CHELSEA,Betulaceae,Ostrya,Deciduous,Broadleaf,Ostrya virginiana,Native,0, , ,15 Crest Ave,15,15,CREST,AVENUE,62014,N, ,1.74,0,15,SFR,A,SP,4,6.25,American Hophornbeam,1625,0,1,0,54,1,SC,SFR-D,No,1,Good, ,  ML AOC JHK,8,54,0,0,25,18.75,6/25/2024 15:16,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,239142.7334,905583.0379
1306,201072,5/15/2015,601 BROADWAY,PRIVATE, ,Phone for rectory,Quercus x warei REGAL PRINCE 'Long',SPRING,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,^01 Broadway,601, ,BROADWAY, ,52015,2, ,1.49,0,10.41666667,INST,A,SY,3,3,Hybrid Oak,521,0,1,0,46,1,OM,INST,No,1,Good, , ML TH EG,5,54,0,0,19.5,7,6/26/2024 19:35,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238616.9602,904950.1996
1308,200885,5/15/2015,601 BROADWAY,PRIVATE, ,Phone for rectory,Quercus x warei REGAL PRINCE 'Long',SPRING,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,601 Broadway,601, ,BROADWAY, ,52015,1, ,1.15,0,10,INST,A,FY,3,4.416666667,Hybrid Oak,523,0,1,0,54,1,OM,INST,No,1,Good, , ML TH EG,5.1,41,0,0,19,11,6/26/2024 19:29,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238600.0998,904965.0425
232,200086,5/6/2015,56 SPENCER AVENUE,PRIVATE, , ,Carpinus caroliniana,SPRING,2015,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,2 Main Street Terrace,56, ,SPENCER,AVENUE,52015,2, ,1,0,11,SFR,A,BY,3,6.083333333,American Hornbeam,372,1,1,0,54,1,BY,MFR,No,1,Good, , EGB ML TH,3.3,54,0,0,13.8,17,6/27/2024 18:48,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,239013.7802,905253.1839
1379,200545,10/10/2014,62 ELEANOR STREET,PRIVATE, , ,Betula nigra,FALL,2014,CHELSEA,Betulaceae,Betula,Deciduous,Broadleaf,Betula nigra,Native,0, , ,62 Eleanor St,62, ,ELEANOR,STREET,102014,1, ,1.9,0,16,SFR,A,FY,3,12.375,River Birch,1019,0,1,0,54,1,SY,SFR-D,No,1,Good, , ACAC,6.9,54,0,0,39,17,6/26/2024 14:12,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238961.2914,905491.7604
224,200285,11/13/2015,101 WEBSTER AVENUE,PUBLIC, , ,Quercus macrocarpa,FALL,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus macrocarpa,Native,0, , ,Side of 101 Webster Ave,101, ,WEBSTER,AVENUE,112015,N,Side of 101 Webster Ave,0.82,0,13,COMM,A,SC,3,4.458333333,Bur Oak,357,1,1,0,54,1,SC,COMM,No,2,Poor," Looks sickly, leaves are shriveling", ACAC,3.6,54,0,0,19,14,6/26/2024 15:30,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,239233.1512,905696.1058
338,200558,5/22/2015,441 WASHINGTON AVENUE,PUBLIC, , ,Prunus serrulata,SPRING,2015,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus serrulata,Non Native,0, , ,441 Washington ave,441, ,WASHINGTON,AVENUE,52015,N, ,2.03,0,12.5,INST,A,SC,3,6,Japanese Cherry,629,1,1,0,44,1,SC,INST,No,1,Good, , JAJRK,2.3,44,0,0,13.5,6.5,6/26/2024 18:44,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238433.8693,906318.7953
325,200536,5/5/2015,5 NICHOLS STREET,PUBLIC, , ,Cornus x rutgersensis CELESTIAL 'Rutdan',SPRING,2015,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus x rutgersensis,Non Native,0, , ,5 Nichols st,5, ,NICHOLS,STREET,52015,N, ,1.32,0,11.5,SFR,A,SP,3,6.125,Rutgers Hybrid Dogwood,606,1,1,0,54,1,SP,MFR, , , , , KS EGB AN,0,0,0,0,0,0,6/25/2024 17:39,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238231.3334,906267.0962
803,200794,5/1/2014,HAWTHORN STREET,PUBLIC, , ,Carpinus betulus 'Frans Fontaine',SPRING,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , ,119 Essex St,0, ,HAWTHORN,STREET,52014,N,Large crown dieback,2.85,0,15.5,MFR,A,SC,3,4.416666667,European Hornbeam,1514,1,1,0,54,1,SC,MFR, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 14:03,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238288.298,904596.3936
829,200820,5/15/2014,MAVERICK STREET,PUBLIC, , ,Cornus spp.,SPRING,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus spp.,Non Native,0, , ,52 Maverick St,0, ,MAVERICK,STREET,52014,Y, ,1.6,0,11,MFR,A,SC,3,4.583333333,Dogwood,1563,1,1,0,38,1,SC,MFR,,,, , AC QCM TH,0,0,0,0,0,0,6/24/2024 20:20,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238481.5457,904382.0837
1320,201110,4/21/2015,178 SPENCER AVENUE,PUBLIC, , ,Prunus serrulata,SPRING,2015,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus serrulata,Non Native,0, , ,178 Spencer ave,178, ,SPENCER,AVENUE,42015,N,severe structural trunk damage,3.11,0,14.5,MFR,A,SC,3,7.25,Japanese Cherry,558,0,1,0,48,1,SC,MFR,No,3,Poor,Missing leaves on top of crown reduced height from 2017. , ACJRK,5.6,48,0,0,13.5,12,6/27/2024 18:16,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,239348.8643,905489.959
1400,200474,10/2/2014,HOOPER STREET,PUBLIC, , ,Cornus mas,FALL,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus mas,Non Native,0, , ,11-13 Hooper St,0, ,HOOPER,STREET,102014,N, ,3.5,0,11,MFR,A,SC,3,7.166666667,Cornelian Cherry,1323,0,1,0,12,1,SC,MFR, , , , ,ACJRK,0,0,0,0,0,0,6/27/2024 18:01,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,239614.2191,905712.8571
1414,200850,11/8/2014,HEARD STREET,PUBLIC, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,68 Heard St,0, ,HEARD,STREET,112014,N, ,3.81,0,21,MFR,A,SC,3,4.708333333,Hybrid Oak,1352,0,1,0,54,1,SC,MFR,No,1,Good, , AN KC,5.7,21,0,0,25,5.5,6/27/2024 14:48,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238260.1496,905291.7549
1438,200423,5/2/2014,ESSEX STREET,PUBLIC, , ,Malus spp.,SPRING,2014,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,74 Essex St,0, ,ESSEX,STREET,52014,Y,labeled originally as malus spp; possibly mislabeled/ replanted.,2.85,0,14.5,MFR,A,SC,3,6.458333333,Apple,1520,0,1,0,54,1,SC,MFR, , , , , ACEGBJRK,0,0,0,0,0,0,6/24/2024 20:18,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238313.2048,904295.4468
1447,200592,5/9/2014,CHESTER AVENUE,PUBLIC, , ,Syringa reticulata 'Ivory Silk',SPRING,2014,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,60 Chester Ave,0, ,CHESTER,AVENUE,52014,N,bark damage,1.62,0,10.5,MFR,A,SC,3,2.833333333,Japanese Tree Lilac,1545,0,1,0,54,1,SC,MFR, , , , Replaced with maple, JRK TH,0,0,0,0,0,0,6/25/2024 18:53,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238519.8312,904599.526
1455,200788,5/15/2014,SHAWMUT STREET,PUBLIC, , ,Cornus spp.,SPRING,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus spp.,Non Native,0, , ,143 Shawmut St,0, ,SHAWMUT,STREET,52014,N, ,2.5,0,10.5,MFR,A,SC,3,4.916666667,Dogwood,1568,0,1,0,20,1,SC,MFR,No,1,Poor, , JRK TH,3,20,0,0,14.4,7.5,6/25/2024 18:42,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238483.564,904662.2021
843,200038,5/19/2014,111 BELLINGHAM STREET,PRIVATE, , ,Taxodium distichum,SPRING,2014,CHELSEA,Cupressaceae,Taxodium,Deciduous,Conifer,Taxodium distichum,Non Native,0, , ,111 Bellingham St,111,111,BELLINGHAM,STREET,52014,N, ,1.24,0,9.5,MP,A,MP,3,4.916666667,Bald Cypress,1583,1,1,0,54,1,MP,MP, , , , Replaced , JRK TH,0,0,0,0,0,0,6/25/2024 17:46,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238795.517,904610.1613
1487,200030,6/3/2014,20 BROADWAY,PUBLIC, , ,Tilia cordata,SPRING,2014,CHELSEA,Malvaceae,Tilia,Deciduous,Broadleaf,Tilia cordata,Non Native,0, , ,20 Broadway,20, ,BROADWAY, ,62014,N,prior trunk girdling,1.99,0,15,MP,A,MP,3,7.833333333,Littleleaf Linden,1634,0,1,0,54,1,SC,MP, , , ,Replaced with a Honeylocust, ACEGBJRK,0,0,0,0,0,0,6/24/2024 13:33,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,237481.6072,904182.7688
1501,200242,6/20/2014,171 BROADWAY,PUBLIC, ,Tree from TD Bank Green Streets Grant,Cornus florida,SPRING,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus florida,Native,0, , ,171 Broadway,171, ,BROADWAY, ,62014,N, ,1.21,0,10,MP,A,SC,3,4.791666667,Flowering Dogwood,1653,0,1,0,54,1,SC,MP, , , , ,ACEGBJRK,0,0,0,0,0,0,6/24/2024 15:31,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,237866.03,904409.5113
1318,201112,4/17/2015,458 BROADWAY,PUBLIC, , ,Amelanchier arborea,SPRING,2015,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier arborea,Native,0, , ,458 Broadway,458, ,BROADWAY, ,42015,N,Broken bottom branches,1.6,0,12,MX,A,SC,3,2.666666667,Downy Serviceberry,554,0,1,0,54,1,SC,MX, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 14:16,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238320.9317,904781.6634
1321,201122,4/22/2015,361 BROADWAY,PUBLIC, , ,Quercus robur 'Fastigiata',SPRING,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus robur,Non Native,0, , ,361 Broadway,361, ,BROADWAY, ,42015,Y,Fungus on branches,1.98,0,13,MX,A,SC,3,4.708333333,English Oak,560,0,1,0,48,1,SC,MX, , , , , ML EGB TH,0,0,0,0,0,0,6/27/2024 13:49,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238225.7367,904688.0575
1322,200936,4/22/2015,361 BROADWAY,PUBLIC, , ,Amelanchier arborea,SPRING,2015,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier arborea,Native,0, , ,361 Broadway,361, ,BROADWAY, ,42015,Y, ,2.39,0,14.5,MX,A,SC,3,11.04166667,Downy Serviceberry,561,0,1,0,43,1,SC,MX, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 13:49,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238232.1692,904693.2731
819,200026,5/8/2014,CONGRESS AVENUE,PUBLIC, , ,Cornus spp.,SPRING,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus spp.,Non Native,0, , ,162 Congress Ave,0, ,CONGRESS,AVENUE,52014,N, ,1.65,0,11.5,SFR,A,SC,3,4.125,Dogwood,1543,1,1,0,54,1,SC,SFR-A,No,4,Fair, , TH QCM,2.6,16,0,0,8.6,8.5,6/24/2024 13:45,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238506.1295,904298.9706
301,200855,4/14/2015,51 HEARD STREET,PUBLIC, , ,Cornus spp.,SPRING,2015,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus spp.,Non Native,0, , ,51 Heard st,51, ,HEARD,STREET,42015,N, ,2.13,0,12,SFR,A,SC,3,5.333333333,Dogwood,539,1,1,0,36,1,SC,SFR-D, , , , , AN KS,0,0,0,0,0,0,6/27/2024 15:01,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,238319.6269,905245.3939
327,201200,5/12/2015,39 NICHOLS STREET,PUBLIC, , ,Prunus cerasifera,SPRING,2015,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus cerasifera,Non Native,0, , ,39 Nichols st,39, ,NICHOLS,STREET,52015,Y, ,1.87,0,10.5,SFR,A,SC,3,7.395833333,Cherry Plum,608,1,1,0,54,1,SC,SFR-D, , , , , AN EGB KA,0,0,0,0,0,0,6/25/2024 17:52,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238140.3062,906286.3006
1426,200422,6/19/2014,46 GARDNER STREET,PRIVATE, , ,Amelanchier x grandiflora,SPRING,2014,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier x grandiflora,Nativar,0, , ,46 Gardner St,46, ,GARDNER,STREET,62014,1, ,0.75,0,7,SFR,Y,FY,2,5.125,Apple Serviceberry,1416,0,1,0,54,1,SY,MFR,Yes,2,Fair, Unsure if this is 2 trees or not, MLAOCJHK,2.3,12,2.6,12,12,10,6/25/2024 18:28,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238784.8416,905550.1671
757,200264,6/6/2014,BROADWAY,PRIVATE, ,St. Rose Rectory,Quercus x warei REGAL PRINCE 'Long',SPRING,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , , ,0, ,BROADWAY, ,62014,1, ,1.5,0,11.5,INST,A,SY,2,2.916666667,Hybrid Oak,1447,1,1,0,54,1,OM,INST,No,1,Good, , ML TH EG,4.3,54,0,0,20,5,6/26/2024 19:33,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238611.1703,904955.5088
759,201172,6/26/2014,BROADWAY,PRIVATE, ,St. Rose Rectory,Carpinus betulus 'Fastigiata' ('Pyramidalis'),SPRING,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , , ,0, ,BROADWAY, ,62014,1, ,1.61,0,10.5,INST,A,SY,2,2.916666667,European Hornbeam,1449,1,1,0,54,1,OM,INST,No,1,Good, , ML TH EG,4.6,54,0,0,23,11,6/26/2024 19:32,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:57,ANelson_clarku,238607.2851,904958.7465
1307,200273,5/15/2015,601 BROADWAY,PRIVATE, ,Phone for rectory,Quercus x warei REGAL PRINCE 'Long',SPRING,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,601 Broadway,601, ,BROADWAY, ,52015,1, ,1.3,0,12,INST,A,SY,2,3.75,Hybrid Oak,522,0,1,0,54,1,OM,INST,No,1,Good, , ML TH EG,4,54,0,0,21,8.5,6/26/2024 19:34,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238614.0781,904952.9376
1305,200341,6/15/2015,57 REYNOLDS AVENUE,PRIVATE, , ,Syringa reticulata,SPRING,2015,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,57 Reynolds ave,57, ,REYNOLDS,AVENUE,62015,2, ,1.2,0,10,SFR,A,FY,2,4.25,Japanese Tree Lilac,469,0,1,0,54,1,SY,SFR-D,No,1,Good, , AN JHK QCM ,2.6,48,0,0,14,9.5,6/26/2024 14:19,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,237960.1262,906014.5917
1385,201233,11/5/2014,57 REYNOLDS AVENUE,PRIVATE, , ,Amelanchier spp.,FALL,2014,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier spp.,Nativar,0, , ,57 Reynolds Ave,57, ,REYNOLDS,AVENUE,112014,2, ,0.8,0,8,SFR,A,FY,2,4.541666667,Serviceberry,1120,0,1,0,46,1,BY,SFR-D, , , , , AN JHK QCM ,0,0,0,0,0,0,6/26/2024 14:20,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,237949.876,906020.5333
223,200290,11/13/2015,101 WEBSTER AVENUE,PUBLIC, , ,Ulmus americana,FALL,2015,CHELSEA,Ulmaceae,Ulmus,Deciduous,Broadleaf,Ulmus americana,Nativar,0, , ,Side of 101 Webster Ave,101, ,WEBSTER,AVENUE,112015,N,Side of 101 Webster Ave,2.1,0,15.5,COMM,A,SC,2,6.291666667,American Elm,356,1,1,0,54,1,SC,COMM,No,1,Good, , ACAC,6.4,54,0,0,27,20,6/26/2024 15:28,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,239224.75,905686.3044
310,200831,4/22/2015,324 BROADWAY,PUBLIC, , ,Amelanchier arborea,SPRING,2015,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier arborea,Native,0, , ,324 Broadway,324, ,BROADWAY, ,42015,Y, ,2.34,0,15.5,MX,A,SC,2,12.125,Downy Serviceberry,563,1,1,0,47,1,SC,COMM, , , , , TH ML EGB,0,0,0,0,0,0,6/27/2024 13:42,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238184.186,904675.714
314,201159,4/28/2015,1010 BROADWAY,PUBLIC, ,outside walgreens broadway,Prunus cerasifera,SPRING,2015,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus cerasifera,Non Native,0, , ,1010 Broadway,1010, ,BROADWAY, ,42015,N,Outside wallgreens broadway. Crown dieback,2.26,0,11.5,COMM,A,SC,2,5.833333333,Cherry Plum,582,1,1,0,34,1,SC,COMM,Yes,3,Fair,Armored in wooden support beams, ACJRK,2.5,34,0,0,11.5,7.5,6/27/2024 17:52,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,239581.9779,905893.831
1351,200757,5/22/2015,644 WASHINGTON AVENUE,PUBLIC, , ,Prunus cerasifera,SPRING,2015,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus cerasifera,Non Native,0, , ,644 Washington ave,644, ,WASHINGTON,AVENUE,52015,N,Lots of tip dieback,1.75,0,0,COMM,A,SC,2,6.25,Cherry Plum,624,0,1,0,54,1,SC,COMM, , , , , ACANML,0,0,0,0,0,0,6/24/2024 15:07,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238564.0328,906933.4808
1413,200146,10/7/2014,WILLIAMS STREET,PUBLIC, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,35 Williams St,0, ,WILLIAMS,STREET,102014,N, ,2.2,0,15,COMM,A,SC,2,3.625,Freeman Maple,1350,0,1,0,54,1,SC,COMM,Yes,1,Good, , ACEGBJRK,7.1,54,0,0,18.5,20,6/24/2024 14:39,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,237851.9297,904327.6527
1442,200973,5/5/2014,ESSEX STREET,PUBLIC, , ,Styphnolobium japonicum,SPRING,2014,CHELSEA,Fabaceae,Styphnolobium,Deciduous,Broadleaf,Styphnolobium japonicum,Non Native,0, , ,126 Essex St,0, ,ESSEX,STREET,52014,N, ,2.29,0,14,COMM,A,SC,2,7.208333333,Japanese Pagoda Tree,1524,0,1,0,54,1,SC,COMM,Yes,1,Good, , TH QCM,7,54,0,0,22.2,24.5,6/24/2024 13:40,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238493.1519,904243.3467
1465,201206,5/21/2014,CENTRAL AVENUE,PUBLIC, , ,Quercus palustris,SPRING,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus palustris,Native,0, , ,94 Central Ave,0, ,CENTRAL,AVENUE,52014,N, ,2.95,0,17.5,COMM,A,SC,2,9.208333333,Pin Oak,1594,0,1,0,54,1,SC,COMM,No,1,Good, , JRK TH,6,54,0,0,21,19.5,6/25/2024 19:13,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:01,ANelson_clarku,238563.4967,904430.6929
336,200164,5/22/2015,441 WASHINGTON AVENUE,PUBLIC, , ,Syringa reticulata,SPRING,2015,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,441 Washington ave,441, ,WASHINGTON,AVENUE,52015,N, ,1.98,0,12.5,INST,A,SC,2,4.708333333,Japanese Tree Lilac,627,1,1,0,54,1,SC,INST, , , , , JAJRK,0,0,0,0,0,0,6/26/2024 18:50,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238416.7912,906311.7409
1329,200345,4/27/2015,10 SPENCER AVENUE,PUBLIC, ,across 17 Spencer ave,Quercus alba,SPRING,2015,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus alba,Native,0, , ,10 Spencer ave,10, ,SPENCER,AVENUE,42015,N,Across from 17 Spencer Ave; dieback at bottom of canopy,2.77,0,17,COMM,A,SC,2,7.541666667,White Oak,570,0,1,0,54,1,SC,INST,No,2,Poor, , EGB ML TH,6.6,54,0,0,24.1,17.25,6/27/2024 17:43,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 3:00,ANelson_clarku,238919.797,905141.6142
216,200161,11/10/2015,106 ORANGE STREET,PUBLIC, , ,Carpinus caroliniana,FALL,2015,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,106 Orange St,106, ,ORANGE,STREET,112015,N, ,1.15,0,10,MFR,A,SC,2,7.958333333,American Hornbeam,346,1,1,0,54,1,SC,MFR,No,1,Good, , AN JHK QCM,3.4,19,0,0,22.5,12.75,6/26/2024 17:49,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,238263.9299,905586.5261
218,200135,11/10/2015,48 WEBSTER AVENUE,PUBLIC, , ,Cornus spp.,FALL,2015,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus spp.,Non Native,0, , ,On side of 48 Webster Ave,48, ,WEBSTER,AVENUE,112015,N,Side of 48 Webster Ave,1.05,0,12,MFR,A,SC,2,6.708333333,Dogwood,348,1,1,0,54,1,SC,MFR, , , , , ACACKS,0,0,0,0,0,0,6/26/2024 18:29,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:54,ANelson_clarku,239395.2165,905545.5037
307,200998,4/21/2015,21 GERRISH AVENUE,PUBLIC, , ,Crataegus spp.,SPRING,2015,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus spp.,Non Native,0, , ,21 Gerrish Ave,21, ,GERRISH,AVENUE,42015,Y, ,1.65,0,15,MFR,A,SC,2,8.375,Hawthorn,556,1,1,0,54,1,SC,MFR,No,2,Good, , ML TH EG,2.9,39,0,0,15.2,10.5,6/26/2024 18:59,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238676.9774,904953.0895
309,200376,4/22/2015,48 WEBSTER AVENUE,PUBLIC, ,Spencer ave on side of 48 Webster ave,Cornus mas,SPRING,2015,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus mas,Non Native,0, , ,48 Webster ave,48, ,WEBSTER,AVENUE,42015,N,Spencer ave on the side of 48 Webster Ave,1.34,0,10.5,MFR,A,SC,2,4.25,Cornelian Cherry,559,1,1,0,54,1,SC,MFR, , , , , ACACKS,0,0,0,0,0,0,6/26/2024 18:34,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,239389.6567,905538.9356
317,200687,4/29/2015,16 COUNTY ROAD,PUBLIC, , ,Gymnocladus dioicus,SPRING,2015,CHELSEA,Fabaceae,Gymnocladus,Deciduous,Broadleaf,Gymnocladus dioicus,Native,0, , ,16 County rd,16, ,COUNTY,ROAD,42015,N,stress on the tree  leaveas,2.8,0,14,SFR,A,SP,2,5.916666667,Kentucky Coffeetree,585,1,1,0,41,1,SP,MFR, , , , , AN JK QCM,0,0,0,0,0,0,6/26/2024 14:54,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238111.1006,905880.3707
323,200382,5/1/2015,916 BROADWAY,PUBLIC, , ,Cornus mas,SPRING,2015,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus mas,Non Native,0, , ,916 Broadway,916, ,BROADWAY, ,52015,N, ,1.42,0,10.5,MFR,A,SC,2,3.875,Cornelian Cherry,599,1,1,0,54,1,SC,MFR, , , , , ACAC,0,0,0,0,0,0,6/26/2024 18:06,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,239359.9059,905628.1829
345,201101,5/29/2015,42 MARLBORO STREET,PUBLIC,Yes,replacement cornus hybrid pink 20140925,Crataegus spp.,SPRING,2015,CHELSEA,Rosaceae,Crataegus,Deciduous,Broadleaf,Crataegus spp.,Non Native,0, , ,42 Marlboro st,42, ,MARLBORO,STREET,52015,N,"also 201186, see previous comments",1.35,0,13,MFR,A,SC,2,5.708333333,Hawthorn,649,1,1,0,54,1,SC,MFR, , , , , TH ML EGB,0,0,0,0,0,0,6/26/2024 15:41,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238601.9905,904842.6576
